OutdoorTemperature,Humidity,Direction,AC_Energy_kWh,AC_Time_hours,AC_Fan_Energy_kWh,AC_Fan_Time_hours,PredictedTemperature
25,38,east,-0.8953830158080079,-0.7674711564068639,-0.7941194604487691,-0.63955929700572,25.243023
25,38,west,-0.8852777263538086,-0.758809479731836,-0.7851570311114138,-0.6323412331098635,25.189493
25,39,north,-0.9102577570388086,-0.7802209346046931,-0.8073119392784674,-0.6501841121705778,25.321817
25,39,south,-0.8698401998952541,-0.7455773141959321,-0.7714654153832908,-0.62131442849661,25.107718
25,39,east,-0.8900496986016799,-0.7628997416585828,-0.7893893160217279,-0.6357497847154855,25.214771
25,39,west,-0.8799451292821291,-0.7542386822418249,-0.7804275253752215,-0.6285322352015207,25.161245
25,40,north,-0.9049244398324808,-0.7756495198564121,-0.8025817948514262,-0.6463745998803433,25.293566
25,40,south,-0.8645061625542775,-0.7410052821893807,-0.7667346322654008,-0.617504401824484,25.079462
25,40,east,-0.8847149411260548,-0.7583270923937613,-0.7846578942129891,-0.6319392436614678,25.186512
25,40,west,-0.874611812075801,-0.7496672674935436,-0.7756973809481807,-0.6247227229112865,25.132994
25,41,north,-0.8995907625588283,-0.7710777964789957,-0.7978513310789607,-0.642564830399163,25.265312
25,41,south,-0.8591732054152735,-0.7364341760702345,-0.7620048071837844,-0.6136951467251954,25.051212
25,41,east,-0.8793809037850783,-0.75375506038721,-0.7799271110950993,-0.6281292169893417,25.158257
25,41,west,-0.8692777747348245,-0.7450952354869924,-0.7709665978302908,-0.6209126962391603,25.104738
25,42,north,-0.8942567252178516,-0.7665057644724442,-0.793120547961071,-0.6387548037270371,25.237057
25,42,south,-0.8538388080069729,-0.7318618354345482,-0.75727370472047,-0.6098848628621234,25.022955
25,42,east,-0.8740479466460744,-0.7491839542680638,-0.7751972860134827,-0.6243199618900531,25.130007
25,42,west,-0.8639430172591994,-0.7405225862221709,-0.7662351760215518,-0.6171021551851423,25.076479
25,43,north,-0.8889230479441994,-0.761934041095028,-0.7883900841886053,-0.6349450342458567,25.208803
25,43,south,-0.8485047706659962,-0.7272898034279968,-0.75254292160258,-0.6060748361899974,24.9947
25,43,east,-0.8687142693724219,-0.7446122308906473,-0.7704668222410171,-0.620510192408873,25.101753
25,43,west,-0.8586097000528713,-0.7359511714738897,-0.7615050315945109,-0.6132926428949081,25.048227
25,44,north,-0.8835890106032228,-0.7573620090884766,-0.7836593010707156,-0.6311350075737306,25.180548
25,44,south,-0.843171453459668,-0.7227183886797155,-0.7478127771755392,-0.6022653238997631,24.966448
25,44,east,-0.8633791518294728,-0.740039272996691,-0.765735081086854,-0.6166993941639092,25.073492
25,44,west,-0.853276022779219,-0.7313794480964734,-0.7567745678220454,-0.6094828734137279,25.019974
25,45,north,-0.8782553333295704,-0.7527902857110603,-0.7789288372982501,-0.6273252380925504,25.152294
25,45,south,-0.8378655013699806,-0.7181704297456977,-0.7431069030007565,-0.5984753581214147,24.938341
25,45,east,-0.858046554757793,-0.7354684755066797,-0.7610055753506618,-0.6128903962555665,25.045244
25,45,west,-0.8479416253709181,-0.7268071074607869,-0.7520434653587311,-0.6056725895506558,24.991716
25,46,north,-0.8729209359212696,-0.748217945075374,-0.7741977348349357,-0.6235149542294784,25.124037
25,46,south,-0.8329044937768947,-0.7139181375230527,-0.738706961742603,-0.5949317812692104,24.912062
25,46,east,-0.8527125174168165,-0.7308964435001285,-0.7562747922327718,-0.6090803695834405,25.016989
25,46,west,-0.8427426132765237,-0.7223508113798774,-0.7474324367750121,-0.6019590094832312,24.964176
25,47,north,-0.8675872586476173,-0.7436462216979577,-0.7694672710624703,-0.6197051847482982,25.095783
25,47,south,-0.8270296353149416,-0.7088825445556642,-0.7334965217971803,-0.5907354537963868,24.880941
25,47,east,-0.8476204453177149,-0.726531810272327,-0.7517586092401163,-0.6054431752269392,24.990015
25,47,west,-0.8377819657507618,-0.7180988277863672,-0.7430328148622828,-0.5984156898219728,24.937899
25,48,north,-0.862337477060508,-0.7391464089090068,-0.7648112147739029,-0.6159553407575057,25.067974
25,48,south,-0.8211234509957813,-0.7038201008535269,-0.7282582987998301,-0.5865167507112725,24.849655
25,48,east,-0.8426601578592775,-0.7222801353079521,-0.7473593066728117,-0.6019001127566268,24.96374
25,48,west,-0.8328213182250002,-0.7138468441928573,-0.7386331929495538,-0.5948723701607144,24.911621
25,49,north,-0.8573757493327735,-0.7348934994280916,-0.7604106348249005,-0.6124112495234098,25.04169
25,49,south,-0.8152161864746486,-0.6987567312639845,-0.7230191177662061,-0.5822972760533204,24.818363
25,49,east,-0.8376987901988673,-0.718027534456172,-0.7429590460692336,-0.5983562787134767,24.937458
25,49,west,-0.8278603106319142,-0.7095945519702122,-0.7342332516914002,-0.5913287933085102,24.885342
25,50,north,-0.8524151018070119,-0.7306415158345816,-0.7560110129121713,-0.6088679298621514,25.015413
25,50,south,-0.8093096420881642,-0.6936939789327122,-0.7177805754234313,-0.5780783157772601,24.787075
25,50,east,-0.8327381426731056,-0.713775550862662,-0.7385594241565044,-0.5948129590522183,24.91118
25,50,west,-0.8224538997587697,-0.7049604855075169,-0.7294382801431946,-0.5874670712562641,24.856703
25,51,north,-0.8474540942139259,-0.7263892236119365,-0.7516110716540177,-0.6053243530099471,24.989134
25,51,south,-0.8034016574323829,-0.6886299920848996,-0.7125407556989588,-0.5738583267374164,24.75578
25,51,east,-0.8277774951473439,-0.7095235672691519,-0.7341598022437753,-0.59126963939096,24.884903
25,51,west,-0.816546995304961,-0.6998974245471095,-0.7241994184549951,-0.5832478537892579,24.825413
25,52,north,-0.8424938067554884,-0.7221375486475614,-0.747211769086713,-0.6017812905396347,24.962858
25,52,south,-0.7974954731132228,-0.6835675483827623,-0.7073025327016085,-0.569639623652302,24.724493
25,52,east,-0.8228157674196095,-0.7052706577882367,-0.7297592222947727,-0.587725548156864,24.85862
25,52,west,-0.810640810985801,-0.6948349808449723,-0.7189611954576448,-0.5790291507041435,24.794127
25,53,north,-0.8375320790277541,-0.7178846391666464,-0.7428111891377105,-0.5982371993055386,24.936575
25,53,south,-0.7915885686594142,-0.678504487422355,-0.702063671013409,-0.5654204061852959,24.693203
25,53,east,-0.8178551198938478,-0.7010186741947267,-0.7253596003820436,-0.5841822284956056,24.832342
25,53,west,-0.8047328263300196,-0.6897709939971597,-0.7137213757331723,-0.5748091616642999,24.76283
25,54,north,-0.8325714315019924,-0.7136326555731364,-0.7384115672249814,-0.5946938796442803,24.910297
25,54,south,-0.7856816642056056,-0.6734414264619477,-0.6968248093252096,-0.5612011887182897,24.661913
25,54,east,-0.8119716198161134,-0.6959756741280972,-0.720141496146434,-0.579979728440081,24.801176
25,54,west,-0.7988266420108595,-0.6847085502950224,-0.7084831527358219,-0.5705904585791853,24.731544
25,55,north,-0.8276111440435548,-0.7093809806087613,-0.7340122646576768,-0.5911508171739678,24.884022
25,55,south,-0.7797747597517969,-0.6683783655015402,-0.6915859476370104,-0.5569819712512836,24.630623
25,55,east,-0.806065075429629,-0.6909129217968248,-0.7149029538036591,-0.5757607681640208,24.769888
25,55,west,-0.7929204576916993,-0.679646106592885,-0.7032449297384715,-0.566371755494071,24.700258
25,56,north,-0.8226490562484963,-0.7051277624987111,-0.7296113653632496,-0.5876064687489259,24.857737
25,56,south,-0.7739423892341017,-0.6633791907720872,-0.6864131904516736,-0.5528159923100727,24.599728
25,56,east,-0.8001585310431447,-0.6858501694655527,-0.7096644114608842,-0.5715418078879605,24.7386
25,56,west,-0.7870135532378907,-0.6745830456324777,-0.6980060680502721,-0.5621525380270648,24.668968
25,57,north,-0.8176887687900587,-0.7008760875343361,-0.725212062795945,-0.5840634062786133,24.83146
25,57,south,-0.768418956480586,-0.6586448198405023,-0.6815144316405197,-0.5488706832004187,24.570469
25,57,east,-0.7942516265893361,-0.6807871085051452,-0.704425549772685,-0.5673225904209543,24.70731
25,57,west,-0.7811062887167579,-0.6695196760429354,-0.6927668870166485,-0.557933063369113,24.637676
25,58,north,-0.8129819687278713,-0.6968416874810325,-0.7210375794074574,-0.5807014062341939,24.806528
25,58,south,-0.7628966039290431,-0.6539113747963227,-0.6766166308656395,-0.5449261456636023,24.541216
25,58,east,-0.7883443620682034,-0.6757237389156029,-0.6991863687390611,-0.5631031157630023,24.676018
25,58,west,-0.7755626921930862,-0.6647680218797881,-0.6878502448617252,-0.5539733515664901,24.60831
25,59,north,-0.8084865281850001,-0.6929884527300001,-0.7170505517831252,-0.5774903772750001,24.782715
25,59,south,-0.757372451040879,-0.6491763866064677,-0.6717172333636368,-0.5409803221720565,24.511953
25,59,east,-0.7827064279055861,-0.6708912239190737,-0.6941860580829305,-0.5590760199325615,24.646152
25,59,west,-0.7700396195068947,-0.6600339595773382,-0.682951805395996,-0.550028299647782,24.579054
25,60,north,-0.803991087642129,-0.6891352179789677,-0.713063524158793,-0.5742793483158064,24.758902
25,60,south,-0.7518486582200392,-0.6444417070457479,-0.6668181552070587,-0.5370347558714565,24.482693
25,60,east,-0.7771826350847463,-0.6661565443583539,-0.6892869799263525,-0.5551304536319617,24.616892
25,60,west,-0.7645158266860549,-0.6552992800166184,-0.6780527272394178,-0.546082733347182,24.549793
30,10,north,0.08888946026255862,0.07619096593933596,0.07883648559000735,0.0634924716161133,25.029135
30,10,south,0.15092473941755863,0.1293640623579074,0.13385587007866806,0.10780338529825616,24.700521
30,10,east,0.11992006226373048,0.10278862479748327,0.10635767426961812,0.08565718733123608,24.86476
30,10,west,0.13542240084064455,0.11607634357769533,0.12010677217414309,0.09673028631474612,24.78264
30,11,north,0.09830918153144534,0.08426501274123886,0.08719088123919853,0.07022084395103238,24.979237
30,11,south,0.16032357678164066,0.1374202086699777,0.1421917436932408,0.11451684055831475,24.650734
30,11,east,0.12931745935851566,0.11084353659301341,0.11469227050249303,0.09236961382751117,24.81498
30,11,west,0.1448194378681055,0.12413094674409042,0.12844104906159357,0.10344245562007535,24.732862
30,12,north,0.1077087390301758,0.09232177631157926,0.09552739354462023,0.07693481359298272,24.929445
30,12,south,0.16972025374177738,0.14547450320723776,0.15052570123526685,0.12122875267269814,24.600958
30,12,east,0.13871449638597658,0.11889813975940851,0.12302654738994352,0.09908178313284043,24.765202
30,12,west,0.1542171950302149,0.13218616716875561,0.13677596463989294,0.11015513930729634,24.68308
30,13,north,0.11710685625960938,0.10037730536537948,0.10386262846834404,0.08364775447114957,24.879662
30,13,south,0.17911765083656253,0.1535294150027679,0.1588602974681418,0.12794117916897324,24.551178
30,13,east,0.1481126136154102,0.12695366881320874,0.13136178231366738,0.10579472401100729,24.715418
30,13,west,0.16361531225964845,0.14024169622255583,0.1451111995636168,0.1168680801854632,24.633297
30,14,north,0.12650497348904302,0.10843283441917972,0.11219786339206791,0.09036069534931644,24.829878
30,14,south,0.18851612813332033,0.16158525268570315,0.1671958517372901,0.134654377238086,24.501392
30,14,east,0.15750965064287112,0.13500827197960383,0.13969605920111783,0.11250689331633652,24.66564
30,14,west,0.1730127093544336,0.14829660801808595,0.15344579579649173,0.1235805066817383,24.583517
30,15,north,0.1359016504491797,0.11648712895643976,0.12053182093409393,0.0970726074636998,24.780102
30,15,south,0.19790848428556643,0.16963584367334267,0.17552597713422263,0.1413632030611189,24.45164
30,15,east,0.16690812793962895,0.1430641096625391,0.14803161347026614,0.11922009138544924,24.615854
30,15,west,0.18241010644921882,0.1563515198136161,0.16178039202936667,0.13029293317801344,24.533737
30,16,north,0.1452994076112891,0.12454234938110494,0.1288667365123933,0.10378529115092079,24.73032
30,16,south,0.20709956280357425,0.17751391097449223,0.1836775884388843,0.14792825914541016,24.402952
30,16,east,0.1763051649670899,0.1511187128289342,0.1563658903577166,0.12593226069077848,24.566076
30,16,west,0.19180786361132815,0.16440674023828125,0.17011530760766608,0.1370056168652344,24.483955
30,17,north,0.15469680470607425,0.13259726117663506,0.13720133274526822,0.11049771764719588,24.68054
30,17,south,0.21581175178037115,0.1849815015260324,0.19140447032901964,0.15415125127169366,24.356802
30,17,east,0.1856787976184766,0.15915325510155137,0.16467940979257747,0.13262771258462616,24.516422
30,17,west,0.20078866281199223,0.17210456812456476,0.1780804211844455,0.14342047343713732,24.436382
30,18,north,0.16409492193550781,0.14065279023043528,0.1455365676689921,0.11721065852536276,24.630756
30,18,south,0.2245232206225196,0.1924484748193025,0.19913071352830602,0.1603737290160854,24.310656
30,18,east,0.19443311447220704,0.16665695526189175,0.17244365509737414,0.13888079605157647,24.470049
30,18,west,0.2095004917214649,0.1795718500469699,0.18580698372915636,0.14964320837247494,24.390234
30,19,north,0.17296518046763676,0.1482558689722601,0.15340364220046354,0.12354655747688338,24.583769
30,19,south,0.2332357696666407,0.19991637399997772,0.20685791476386584,0.16659697833331477,24.264503
30,19,east,0.20318707125861332,0.17416034679309714,0.18020758105674634,0.14513362232758095,24.423677
30,19,west,0.21821268069826175,0.18703944059851008,0.19353386561929167,0.15586620049875838,24.344084
30,20,north,0.18171913725404298,0.15575926050346542,0.16116756815983574,0.12979938375288785,24.537397
30,20,south,0.24194687844146487,0.20738303866411273,0.2145838386177278,0.17281919888676064,24.218359
30,20,east,0.21190178070667973,0.1816300977485826,0.18793669836485286,0.15135841479048553,24.377514
30,20,west,0.22692450960773444,0.19450672252091522,0.20126042816400258,0.16208893543409603,24.297935
30,21,north,0.19047309404044924,0.16326265203467077,0.16893149411920796,0.1360522100288923,24.491026
30,21,south,0.25065942748558595,0.21485093784478798,0.22231103985328757,0.17904244820399,24.172207
30,21,east,0.22061360961615237,0.18909737967098775,0.19566326090956374,0.15758114972582313,24.331366
30,21,west,0.23563597844988285,0.2019736958141853,0.20898667136328897,0.16831141317848777,24.25179
30,22,north,0.19922741089417972,0.17076635219501118,0.17669573942400466,0.14230529349584267,24.444653
30,22,south,0.2593716164623829,0.22231852839632818,0.23003792174342289,0.18526544033027345,24.126057
30,22,east,0.2293257985929493,0.19656497022252797,0.20339014279969908,0.16380414185210662,24.285215
30,22,west,0.2443488875613282,0.2094419036239956,0.21671419194427324,0.17453491968666301,24.205635
30,23,north,0.20798208781523442,0.17827036098448665,0.18446030407422578,0.14855863415373888,24.398277
30,23,south,0.2680834453718555,0.22978581031873332,0.2377644842881338,0.1914881752656111,24.079908
30,23,east,0.23803834763707035,0.20403286940320317,0.21111734403525884,0.170027391169336,24.239063
30,23,west,0.2530603564034766,0.21690887691726565,0.2244404351435596,0.18075739743105473,24.159489
30,24,north,0.21670363854246097,0.18574597589353797,0.1921954889453969,0.15478831324461498,24.352077
30,24,south,0.2767956343486524,0.2372534008702735,0.24549136617826908,0.19771116739189457,24.033758
30,24,east,0.2467490963445704,0.21149922543820318,0.21884294854369635,0.176249354531836,24.19292
30,24,west,0.2617732655149219,0.2243770847270759,0.23216795572454388,0.18698090393922998,24.113335
30,25,north,0.22541474731728517,0.193212640557673,0.1999214127992589,0.16101053379806088,24.305933
30,25,south,0.2855074632581251,0.24472068279267864,0.25321792872298,0.2039339023272322,23.98761
30,25,east,0.255460925254043,0.21896650736060827,0.22656951108840723,0.1824720894671736,24.146772
30,25,west,0.27048437428974614,0.23184374939121097,0.23989387957840583,0.19320312449267582,24.06719
30,26,north,0.23412693629408207,0.2006802311092132,0.20764829468939425,0.16723352592434435,24.259783
30,26,south,0.2942192921675977,0.2521879647150837,0.2609444912676908,0.2101566372625698,23.941462
30,26,east,0.2641734742981641,0.22643440654128355,0.234296712323967,0.18869533878440298,24.10062
30,26,west,0.279196563266543,0.23931133994275114,0.24762076146854112,0.1994261166189593,24.02104
30,27,north,0.2428398454055274,0.2081484389190235,0.2153758152703785,0.1734570324325196,24.213629
30,27,south,0.30293148114439455,0.2596555552666239,0.26867137315782624,0.21637962938885333,23.895311
30,27,east,0.27288530320763676,0.23390168846368864,0.24202327486867786,0.19491807371974054,24.054472
30,27,west,0.2879087522433399,0.24677893049429134,0.25534764335867643,0.20564910874524278,23.97489
30,28,north,0.2502885581416407,0.21453304983569202,0.221982114066098,0.17877754152974337,24.174171
